Id,Comment,"{Aspect category,   Sentiment Polarity}",review_en
326,তারা সার্ভিস অনেক ভালো করতে পেরেছে কিন্তু খাবারের মানের তেমন পরিবর্তন হয়নি।,"{service,   positive},  {food,   neutral}",They have improved the service but the quality of the food has not changed much.
327,খাবারের কোয়ালিটিতে তারা নজর দিয়েছে ঠিকই কিন্তু সার্ভিসের কথা ভুলেই গেছে মনে হচ্ছে।,"{food,   positive},  {service,   negative}","They have paid attention to the quality of the food, but they seem to have forgotten about the service."
328,ঝাল ফ্রাই পোর্শন্টা অনেক জোস ছিলো এবং দামও সাধারন মানুষের বাজেটের ভিতর।,"{food,   positive},  {price,   positive}",The jhal fry portion was very juicy and the price was within the common man's budget.
329,বোয়াল মাছের মাথাটা অনেক বড় ছিলো এবং দাম ছিলো মাত্র ১৫০ টাকা।,"{food,   positive},  {price,   positive}",The head of Boal fish was very big and the price was only 150 taka.
330,ভাপা পিঠাতে গুড়ের পরিমান অনেক বেশি দেয়াতে স্বাদটা বেড়েছে এবং দামও মাত্র ৭ টাকা।,"{food,   positive},  {price,   positive}",Adding jaggery to Vapa Pitha has increased the taste and the price is only 7 rupees.
331,বেশিক্ষন অপেক্ষা করতে হচ্ছে না এবং স্বাদও অনেক ভালো।,"{service,   positive},  {food,   positive}",Doesn't take long to wait and tastes great too.
332,ভালো সার্ভিস দিসিলো এবং তাদের আইস্ক্রিমগুলোও টেস্টি ছিলো।,"{ambiance,  positive},  {food,   positive}",They provided good service and their ice creams were also tasty.
333,অনেককিছু ছিলো এবং কোয়ালিটিও মন্দ না।,"{miscellaneous,   positive},  {food,   neutral}",There was a lot and the quality wasn't bad.
334,খাবারের মান মোটামুটি কিন্তু ওয়েটারদের ব্যবহারের জন্য এতো বেশি মানুষের আনাগোনা এখানে।,"{food,   neutral},  {service,   positive}",The quality of the food is fair but there is too much traffic for the waiters to use.
335,রেস্টুরেন্টটা অনেক বেশি হাইফাই কিন্তু সবকিছুর দাম এতো কম কিভাবে হয় বুঝে পাচ্ছি না।,"{ambiance,  positive},  {price,   positive}",The restaurant is very hi-fi but I don't understand how the price of everything is so low.
